Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
WOAAC,F17,0.13,3.11,1.74,1.41,1.21,1.12,1.04,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.93,0.93
WOAAC,F18,0.15,70.83,25.72,20.35,17.21,16.83,16.66,16.4,15.8,15.69,15.62,15.46,15.46,15.44,15.44,15.41,15.4,15.4,15.4,15.4,15.23,15.23,15.19,15.18,15.17,15.17,15.17,15.17,15.16,15.07,15.07,15.07,15.07,15.07,15.07,15.07,15.07,15.07,15.07,15.07,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96
WOAAC,F19,0.32,-3.21,-3.37,-3.47,-3.56,-3.59,-3.6,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.62,-3.63,-3.63,-3.63,-3.63
WOAC,F1,1.29,69169.07,61526.63,48546.29,37122.96,29666.01,22863.57,17254.93,13233.11,9422.52,7304.06,5794.4,4505.13,3525.03,2435.84,1812.97,1293.38,982.68,654.3,448.04,330.88,226.66,154.39,106.77,73.02,46.8,31.82,21.3,12.59,9.58,5.94,3.96,2.67,1.48,0.68,0.38,0.23,0.13,0.09,0.06,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0
WOAC,F2,1.31,6234169656993.66,616689045283.73,2336837826.84,92909550.25,5587701.62,170292.46,11531.13,102.91,58.47,31.75,25.69,20.18,17.53,14.66,12.05,9.51,7.59,6.08,5.0,4.1,3.27,2.53,1.9,1.55,1.16,0.91,0.64,0.47,0.34,0.26,0.19,0.13,0.09,0.07,0.06,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
WOAC,F3,1.6,142153.61,132567.18,128800.42,126411.23,125202.27,124735.48,124442.76,124055.51,123760.32,123547.78,123337.06,123066.1,122892.48,122755.77,122524.34,122375.45,121999.02,121514.8,121114.04,120752.95,120566.02,120268.55,119970.24,119735.81,119376.72,119169.65,118961.41,118641.22,117959.47,116968.3,116312.5,116046.69,115540.69,115331.71,114831.97,114620.61,114169.18,113622.76,113434.09,113222.83,112911.9,112498.73,112008.51,111508.44,110861.64,110419.07,110032.53,109646.51,109390.4,109068.36
WOAC,F4,1.28,88.06,87.34,85.75,84.06,83.16,82.61,81.67,80.06,79.82,79.15,78.87,78.3,78.21,78.15,77.91,77.8,77.05,76.84,76.59,76.36,76.35,76.34,76.31,76.24,76.22,76.11,76.01,75.99,75.9,75.83,75.75,75.74,75.72,75.7,75.68,75.67,75.65,75.57,75.57,75.56,75.54,75.53,75.53,75.43,75.42,75.4,75.34,75.33,75.33,75.33
WOAC,F5,1.3,230057496.92,208792611.01,164813109.24,101584883.37,66573456.82,45979790.44,28144122.38,16764146.77,9367268.25,6225409.64,3868104.25,2791228.81,1858998.86,1344425.92,810317.43,481464.86,299775.51,223506.8,138933.92,87833.56,36025.18,18005.4,9470.38,5096.04,1918.82,1231.41,688.8,454.22,298.17,183.37,143.11,111.69,80.47,67.83,52.87,41.5,35.81,33.71,32.29,31.72,31.16,30.68,30.23,29.78,29.29,29.17,29.1,29.07,29.05,29.03
WOAC,F6,1.29,67373.08,60726.96,50532.97,39534.62,28674.8,21243.68,17322.61,13384.56,10195.34,8066.35,5988.94,4089.79,3091.82,2336.3,1818.1,1323.34,916.83,662.6,481.93,343.17,214.44,154.42,107.96,78.22,56.24,37.26,24.74,15.21,9.85,7.03,4.85,3.88,3.29,3.06,2.78,2.61,2.51,2.45,2.42,2.39,2.36,2.34,2.32,2.31,2.31,2.3,2.3,2.29,2.29,2.28
WOAC,F7,1.3,115.41,96.6,72.24,51.35,35.54,24.79,18.79,11.02,8.32,6.67,4.33,2.97,2.31,1.69,1.27,0.89,0.68,0.6,0.49,0.4,0.32,0.28,0.24,0.2,0.16,0.13,0.11,0.1,0.09,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03
WOAC,F8,1.3,-2072.17,-3155.84,-4644.3,-5331.09,-5703.33,-6332.26,-6927.62,-7164.17,-7680.0,-7749.47,-7880.24,-7961.56,-7986.88,-8061.04,-8101.28,-8160.16,-8187.04,-8220.45,-8239.48,-8269.55,-8293.19,-8324.38,-8343.6,-8405.47,-8435.39,-8456.69,-8473.95,-8505.26,-8526.16,-8552.11,-8562.84,-8582.31,-8594.63,-8601.52,-8605.78,-8613.14,-8620.51,-8621.56,-8623.77,-8630.59,-8635.67,-8637.54,-8638.64,-8639.34,-8640.16,-8641.38,-8647.9,-8650.9,-8651.75,-8652.12
WOAC,F9,1.31,436.14,410.87,394.16,369.74,351.35,333.37,323.44,309.32,304.02,295.57,289.67,273.5,264.0,252.0,244.51,232.28,214.9,200.96,189.33,181.5,166.83,152.94,139.17,123.17,112.83,103.04,88.82,77.99,69.16,62.51,58.94,52.3,48.04,43.06,42.0,39.63,36.55,35.88,35.2,34.73,34.04,33.92,33.8,33.73,33.68,33.56,33.42,33.32,33.3,33.3
WOAC,F10,1.26,20.65,20.41,19.54,18.98,18.09,17.53,16.25,15.14,14.4,13.23,12.2,11.27,10.52,9.59,8.44,7.63,6.72,6.14,5.48,4.78,4.1,3.46,2.86,2.33,1.89,1.57,1.16,0.83,0.63,0.47,0.35,0.26,0.18,0.12,0.09,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
WOAC,F11,1.32,597.07,534.96,420.5,309.54,238.07,183.28,137.56,105.67,77.66,56.31,36.99,28.5,22.22,15.94,12.61,9.99,8.14,6.19,4.86,3.65,2.64,2.16,1.78,1.51,1.31,1.17,1.1,1.03,0.95,0.85,0.77,0.68,0.57,0.44,0.34,0.27,0.22,0.17,0.15,0.13,0.1,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06
WOAC,F12,1.43,582745327.54,523175687.1,371886707.92,237391199.17,151692430.21,88760615.34,57119631.04,41746249.37,25619206.19,17504414.05,12006520.3,7364697.95,4363478.45,2419623.32,1886810.3,1236489.75,355359.44,249134.42,186721.53,87546.22,54813.21,13684.61,459.47,316.89,156.91,60.91,44.54,21.73,3.75,2.5,1.69,1.36,1.08,0.88,0.61,0.53,0.5,0.49,0.49,0.48,0.46,0.44,0.43,0.43,0.41,0.41,0.4,0.4,0.4,0.4
WOAC,F13,1.46,1147290378.12,1039197096.43,739987827.8,384291700.29,237785402.94,155683782.71,99835161.19,74176177.12,46068735.69,30505468.73,17926333.67,9753324.49,5853673.77,4106407.43,2917408.67,1451337.7,1047707.53,829910.25,440250.1,301205.05,211637.67,78565.79,19405.68,10851.02,2135.38,1518.68,694.54,49.32,13.54,8.37,4.09,2.86,2.25,1.89,1.64,1.55,1.48,1.42,1.39,1.36,1.35,1.35,1.34,1.34,1.34,1.33,1.33,1.33,1.33,1.32
WOAC,F14,1.36,144.69,66.47,31.67,14.46,11.48,9.06,8.87,8.59,8.26,7.2,6.76,6.4,6.12,5.77,5.63,5.15,5.11,5.11,5.1,5.07,5.07,5.06,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.8,4.78,4.78,4.75,4.75,4.6,4.6,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59
WOAC,F15,0.3,0.37,0.09,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAC,F16,0.12,0.95,-0.13,-0.44,-0.61,-0.75,-0.85,-0.9,-0.93,-0.94,-0.97,-0.98,-0.99,-0.99,-0.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.01,-1.01,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03
WOAC,F17,0.13,3.28,1.68,1.11,0.95,0.87,0.83,0.78,0.72,0.7,0.68,0.67,0.66,0.65,0.64,0.63,0.62,0.62,0.62,0.61,0.59,0.58,0.57,0.57,0.55,0.55,0.54,0.54,0.54,0.54,0.48,0.46,0.45,0.45,0.45,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41
WOAC,F18,0.13,77.94,36.08,27.12,20.92,18.73,16.71,16.06,14.88,14.29,13.43,13.18,13.09,12.94,12.49,12.45,12.39,11.5,10.87,10.6,10.49,10.44,10.41,10.38,10.37,10.36,10.36,10.36,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.34,10.34,10.34,10.34,10.34,10.34,10.34,10.34,10.33,10.33
WOAC,F19,0.31,-3.38,-3.59,-3.66,-3.7,-3.71,-3.72,-3.72,-3.73,-3.73,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75,-3.75
